,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch
90,Laptop Lenovo Yoga Duet 7 13IML05 i5 10210U/8GB/512GB/Touch/Pen/Win10 (82AS007BVN),26.590.000₫ *,3.5,8 đánh giá,6 bình luận,Intel Core i5 Comet Lake - 10210U,4,8,1.60 GHz,Turbo Boost 4.2 GHz,6 MB,8 GB,DDR4 (On board),2666 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel UHD Graphics,"Li-Polymer, 42 Wh",13 inch,WQHD (2160x1350),Hãng không công bố,Tấm nền IPS|450 nits Glossy|Dolby Vision,Có,Dolby AudioPremium,2 x USB Type-C (Power Delivery and DisplayPort)|USB Type-C|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),"Sau 5 MP, trước 5 MP",Digital Pen,Có,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.1683 kg,Vỏ kim loại,Windows 10 Home SL,2020
91,Laptop Asus TUF Gaming FX706HC i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HX003T),26.990.000₫,3.3,19 đánh giá,34 bình luận,Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,512 GB SSD NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 48 Wh",17.3 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|Chống chói Anti Glare|250 nits,,DTS Audio,Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|3 x USB 3.2|HDMI|LAN (RJ45),,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 399 mm - Rộng 269 mm - Dày 23.9 mm - Nặng 2.6 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
92,Laptop Dell Vostro 3400 i7 1165G7/8GB/512GB/2GB MX330/Win10 (V4I7015W),25.990.000₫,3,3 đánh giá,27 bình luận,Intel Core i7 Tiger Lake - 1165G7,,,2.80 GHz,Turbo Boost 4.7 GHz,,8 GB,DDR4 (2 khe),3200 MHz,16 GB,Hỗ trợ khe cắm HDD SATA,"Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),,60Hz|Chống chói Anti Glare|WVA|LED Backlit,,Realtek High Definition Audio,2 x USB 3.2|HDMI|LAN (RJ45)|USB 2.0|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài Dài 328.7 mm - Rộng Rộng 239.5 mm - Dày Dày 19.9 mm - Nặng 1.64 kg,Vỏ nhựa,Windows 10 Home SL,2020
93,Laptop Lenovo Ideapad Gaming 3 15IMH05 i7 10750H/8GB/512GB/4GB GTX1650Ti/120Hz/Win10 (81Y4013UVN),25.990.000₫ *,4,12 đánh giá,31 bình luận,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 (2 khe),2933 MHz,16 GB,Hỗ trợ khe cắm HDD SATA,Card rời - NVIDIA GeForce GTX 1650Ti 4 GB,45 Wh,15.6 inch,Full HD (1920 x 1080),120 Hz,Tấm nền IPS|Chống chói Anti-Glare|250 nits,,Dolby Audio,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|LAN (RJ45)|USB Type-C,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Công tắc khóa camera,Có,Dài 359 mm - Rộng 249.6 mm - Dày 24.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2020
94,Laptop Acer Nitro 5 AN515 57 51G6 i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (NH.QD8SV.002),25.790.000₫,,,75 bình luận,Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Card rời - NVIDIA GeForce RTX3050, 4 GB","4-cell Li-ion, 57 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|LED Backlit|Acer ComfyView,,Acer TrueHarmony|DTS X:Ultra Audio,Jack tai nghe 3.5 mm|3 x USB 3.2|HDMI|LAN (RJ45)|USB Type-C,,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021
95,Laptop Acer Nitro 5 Gaming AN515 56 5256 i5 11300H/16GB/512GB/4GB GTX1650/144Hz/Win10 (NH.QBZSV.005),25.790.000₫,3.8,13 đánh giá,74 bình luận,Intel Core i5 Tiger Lake - 11300H,4,8,3.10 GHz,Turbo Boost 4.4 GHz,8 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",Card rời - NVIDIA GeForce GTX 1650 4 GB,"4-cell Li-ion, 57 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Acer ComfyView|LED Backlit|TFT,,DTS X:Ultra Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021
96,Laptop Lenovo Yoga 7 14ITL5 i5 1135G7/8GB/512GB/Touch/Pen/Win10 (82BH00CJVN),25.590.000₫ *,5,0 đánh giá,15 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp - Intel Iris Xe Graphics,71 Wh,14 inch,Full HD (1920 x 1080),60 Hz,300 nits Glossy|Tấm nền IPS,Có,Dolby Atmos|Stereo speakers,1 x USB 3.2 (Always on)|2 x Thunderbolt 4 USB-C|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera|Tiêu chuẩn Nền Intel Evo|TPM 2.0,Có,Dài 320.4 mm - Rộng 214.6 mm - Dày 17.7 mm - Nặng 1.43 kg,Vỏ kim loại,Windows 10 Home SL,2020
97,Laptop Asus TUF Gaming FX506HCB i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN139T),25.990.000₫,3.5,8 đánh giá,29 bình luận,Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 48 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,DTS X:Ultra Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
98,Laptop Asus TUF Gaming FX506HC i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN002T),25.990.000₫,5,8 đánh giá,30 bình luận,Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2933 MHz,32 GB,512 GB SSD NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 48 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|Chống chói Anti Glare,,DTS X:Ultra Audio,Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|3 x USB 3.2|HDMI|LAN (RJ45),,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2020
99,Laptop MSI Gaming Bravo 15 B5DD R7 5800H/8GB/512GB/4GB RX5500M/144Hz/Balo/Chuột/Win10 (083VN),24.990.000₫,,,6 bình luận,AMD Ryzen 7 - 5800H,8,16,3.20 GHz,Turbo Boost 4.4 GHz,16 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,Không hỗ trợ khe cắm HDD,"Card rời - AMD Radeon RX 5500M, 4GB","3-cell, 52 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|Công nghệ IPS,,Hi-Res Audio|Nahimic Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 359 mm - Rộng 259 mm - Dày 24.95 mm - Nặng 2.35 kg,Vỏ nhựa,Windows 10 Home,2021
100,Laptop Lenovo ThinkBook 14s G2 ITL i7 1165G7/8GB/512GB/Win10 (20VA000MVN),24.990.000₫,,,28 bình luận,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),4266 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 56 Wh",14 inch,Full HD (1920 x 1080),Hãng không công bố,100% sRGB|300 nits Glossy|Dolby Vision|Tấm nền IPS,,Dolby AudioPremium,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Công tắc khóa camera|Độ bền chuẩn quân đội MLT STD 810G,Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,Windows 10 Home SL,2020
101,Laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7/8GB/512GB/Touch/Pen/Win10 (20WE004CVN),24.790.000₫,,,23 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,40 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),Card tích hợp - Intel Iris Xe Graphics,60Wh,14 inch,Full HD (1920 x 1080),,100% sRGB|Tấm nền IPS|Độ sáng 300 nits,Có,Sound by Dynaudio,"1 x USB 3.2|1 x USB 3.2 (Always on)|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bút cảm ứng|Bảo mật vân tay|Công tắc khóa camera,Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,Windows 10 Home SL,2021
102,Laptop Dell Latitude 3520 i5 1135G7/8GB/256GB/Win10 (70251593),24.690.000₫,,,18 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB),Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),,Chống chói Anti Glare|WVA,,Realtek ALC3204,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 Kg,Vỏ nhựa,Windows 10 Pro,2021
103,Laptop Dell Inspiron 3501 i7 1165G7/8GB/512GB/2GB MX330/OfficeH&S 2019/Win10 (70253898),24.590.000₫,3,2 đánh giá,39 bình luận,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (2 khe),3200 MHz,16 GB,Hỗ trợ khe cắm HDD SATA,"Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 363.96 mm - Rộng 249 mm - Dày 19.9 mm - Nặng 1.91 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021
104,Laptop HP Envy 13 ba1027TU i5 1135G7/8GB/256GB/Office H&S2019/Win10 (2K0B1PA),24.290.000₫ *,,,38 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),2933 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 51 Wh",13.3 inch,Full HD (1920 x 1080),60 Hz,Wled-backlit|Tấm nền IPS|400 nits,,Bang & Olufsen audio,Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|2 x USB 3.1,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Tiêu chuẩn Nền Intel Evo|Bảo mật vân tay|Công tắc khóa camera,Có,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2020
105,"Laptop Dell Inspiron 14 5410 i5 1155G7/8GB/512GB/14""F/Touch/Office H&S2019/Win10 (70262927)",23.990.000₫,,,1 bình luận,Intel Core i5 Tiger Lake - 1155G7,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,WVA,Có,Stereo speakers,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C (Power Delivery and DisplayPort),Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 321 mm - Rộng 211 mm - Dày 18 mm - Nặng 1.65 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021
106,Laptop Lenovo IdeaPad Gaming 3 15IMH05 i7 10750H/8GB/512GB/4GB GTX1650/Win10 (81Y40068VN),23.990.000₫,4.4,15 đánh giá,50 bình luận,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 (2 khe),2933 MHz,16 GB,Hỗ trợ khe cắm HDD SATA,Card rời - NVIDIA GeForce GTX 1650 4 GB,45 Wh,15.6 inch,Full HD (1920 x 1080),60 Hz,Tấm nền IPS|Chống chói Anti-Glare,,Dolby AudioPremium,Jack tai nghe 3.5 mm|HDMI|LAN (RJ45)|2 x USB 3.1|USB Type-C,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 351 mm - Rộng 240 mm - Dày 23 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2020
107,Laptop HP Envy 13 ba1536TU i5 1135G7/8GB/512GB/Win10 (4U6M5PA),23.790.000₫ *,,,3 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),2933 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 51 Wh",13.3 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|400 nits|Tấm nền IPS,,Bang & Olufsen audio,2x SuperSpeed USB A|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera|Tiêu chuẩn Nền Intel Evo,Có,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.3 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2021
108,Laptop Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),23.690.000₫,2.7,12 đánh giá,25 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 56 Wh",14 inch,Full HD (1920 x 1080),Hãng không công bố,Tấm nền IPS|100% sRGB|Dolby Vision|300 nits Glossy,,Dolby AudioPremium,Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|2 x USB 3.2|HDMI,,Wi-Fi 6 (802.11ax)|Bluetooth 5.1,HD webcam,Độ bền chuẩn quân đội MLT STD 810G|Bản lề mở 180 độ|Bảo mật vân tay|Công tắc khóa camera,Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,Windows 10 Home SL,2020
109,Laptop Lenovo Yoga Slim 7 14ITL05 i5 1135G7/8GB/512GB/Win10 (82A300DPVN),23.590.000₫ *,,,2 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"4-cell, 60.7 Wh",14 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|300 nits Glossy|Tấm nền IPS,,Dolby Atmos|Stereo speakers,1 x USB 3.2|1 x USB 3.2 (Always on)|2 x Thunderbolt 4 USB-C|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Mở khóa khuôn mặt|Tiêu chuẩn Nền Intel Evo|TPM 2.0,Có,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,Vỏ kim loại,Windows 10 Home SL,2021
110,Laptop Asus ZenBook UX425EA i5 1135G7/8GB/512GBCáp/Túi/Win10 (KI429T),23.490.000₫ *,2.9,37 đánh giá,105 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 67 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Tấm nền IPS|Chống chói Anti Glare|LED Backlit|100% sRGB|400 nits,,Audio by Harman/Kardon,2 x Thunderbolt 4 USB-C|1 x USB 3.2|HDMI,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam|Camera IR,Độ bền chuẩn quân đội MLT STD 810G|Mở khóa khuôn mặt,Có,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2020
111,Laptop Asus ROG Strix Gaming G15 G513IH R7 4800H/8GB/512GB/4GB GTX1650/144Hz/Win10 (HN015T),23.490.000₫,,,3 bình luận,AMD Ryzen 7 - 4800H,8,16,2.90 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),Card rời - NVIDIA GeForce GTX 1650 4 GB,"4-cell Li-ion, 56 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,250 nits|Chống chói Anti Glare|Công nghệ IPS,,Dolby Atmos,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C (Power Delivery and DisplayPort),,Bluetooth 5.1|Wi-Fi 6 (802.11ax),Không tích hợp,Đèn bàn phím chuyển màu RGB,Có,Dài 354 mm - Rộng 259 mm - Dày 206 mm - Nặng 2.1 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
112,Laptop MSI GF75 Thin 10SCXR i7 10750H/8GB/512GB/4GB GTX1650/144Hz/Balo/Chuột/Win10 (068VN),23.490.000₫,4.7,14 đánh giá,31 bình luận,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 (2 khe),3200 MHz,64 GB,Hỗ trợ khe cắm HDD SATA,Card rời - NVIDIA GeForce GTX 1650 4 GB,"3-cell Li-ion, 51 Wh",17.3 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|Tấm nền IPS,,Realtek High Definition Audio,3 x USB 3.2|HDMI|LAN (RJ45)|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 397 mm - Rộng 260 mm - Dày 23.1 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021
113,Laptop Lenovo Ideapad 5 Pro 14ITL6 i5 1135G7/8GB/512GB/2GB MX450/Win10 (82L30094VN),23.090.000₫ *,,,2 bình luận,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,,"Card rời - NVIDIA GeForce MX450, 2 GB",,14 inch,2.2K (2240x1400),60 Hz,100% sRGB|Chống chói Anti Glare|Công nghệ IPS|Độ sáng 300 nits,,Dolby Atmos,1 x USB 3.2|1 x USB 3.2 (Always on)|2 x USB Type-C (Power Delivery and DisplayPort)|HDMI,SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),Camera IR,TPM 2.0,,Dài 312.2 mm - Rộng 221 mm - Dày 17.99 mm - Nặng 1.41 kg,Vỏ kim loại,Windows 10 Home SL,2021
114,Laptop Dell Inspiron 15 5510 i5 11300H/8GB/256GB/Office H&S2019/Win10 (0WT8R1),22.990.000₫,,,18 bình luận,Intel Core i5 Tiger Lake - 11300H,4,8,3.10 GHz,Turbo Boost 4.4 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 54 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021
115,Laptop MSI Gaming GF63 Thin 10SC i7 10750H/8GB/512GB/4GB GTX1650 Max-Q/144Hz/Balo/Chuột/Win10 (480VN),22.990.000₫,3.2,27 đánh giá,102 bình luận,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),,64 GB,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),"Card rời - GeForce GTX 1650 Max-Q Design, 4GB","3-cell Li-ion, 51 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|Công nghệ IPS,,Hi-Res Audio|Nahimic Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021
116,Laptop MSI Gaming Modern 14 B11SBU i5 1155G7/8GB/512GB/2GB MX450/Túi/Chuột/Win10 (669VN),22.990.000₫,,,6 bình luận,Intel Core i5 Tiger Lake - 1155G7,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Card rời - NVIDIA GeForce MX450, 2 GB","3-cell Li-ion, 39 Wh",14 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|Chống chói Anti Glare|Công nghệ IPS,,Hi-Res Audio|Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 Kg,Vỏ kim loại,Windows 10 Home SL,2021
